date,step02h_eqparamA,step02t_eqparamA,step03h_eqparamA,step03t_eqparamA,step04h_eqparamA,step04t_eqparamA,step05h_eqparamA,step05t_eqparamA,step08h_eqparamA,step10h_eqparamA,step12h_eqparamA,system_eqparamA,step01at_eqparamB,step01bt_eqparamB,step02t_eqparamB,step04t_eqparamB,step05t_eqparamB,step01h_reagparamA,step01at_reagparamA,step01bt_reagparamA,step03h_reagparamB,step03t_reagparamB,system_eqparamC,system_reageparamC,system_eqparamD,system_state,system_result
6/27/2021,16,13,19,17,4,5,1,3,5,4,5,33,0.902439061,0.109834984,0.001873152,0.964409463,0.560909106,27,0,0,300,300,10,6.973753729,4.851616219,1,#N/A
6/28/2021,18.20171972,14.74258762,20.03004775,17.40291432,6.784181058,3.643774977,5.123814218,3.337396846,2.150763327,1.768810416,2.090395642,37.77900046,1.540331487,1.004346535,1.858558784,0.677015558,0.597358924,32.40433232,0.481730122,0.481730139,300,235.109338,8.450199595,7.061498519,4.892022867,89.2794924,#N/A
6/29/2021,16.27276673,12.63866618,23.37627188,19.13332757,16.31138006,3.996247537,18.15033411,6.967803559,7.387267455,7.604955188,8.454318358,38.39244441,1.67007664,1.021962424,2.735212116,1.108540765,0.848463297,33.17757985,2.154881816,2.154819846,300,300,8.030312744,6.710122512,5.322309646,130.7995904,0.33
6/30/2021,16.53765994,11.33381504,23.1094518,18.16935636,17.29498019,3.623775119,18.75369465,8.633195834,7.708483303,7.46938367,7.623233479,33.17289487,1.706818776,1.025703892,2.834054,1.187587862,0.865298528,30.68503132,5,5,280.2941588,279.5144308,8,7.09776882,5.049552406,149.7290488,#N/A
7/1/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/2/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/3/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/4/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/5/2021,17,11,23,19,18,4,19,9,7,8,7,35,0.781905519,0.237906032,0.003447218,-0.002504072,-0.002442767,30,5,5,0,0,8,6.924192478,5.032368574,1,#N/A
7/6/2021,14.93817955,11.6702023,21.5904537,19.64406741,10.86558713,3.858673021,11.543108,5.052018613,7.035534822,7.285069233,6.96437944,32.17440928,2.016740324,1.600064612,2.509665698,1.462664681,0.838502855,31.81334215,3.045920806,3.863185585,270.8707275,145.6253305,8.428961067,6.949459019,5.352322257,94.00542175,0.34
7/7/2021,18.54299771,11.33149025,24.95309624,21.15575146,14.08654176,2.715170872,14.69329153,5.055231731,7.807560852,7.490699556,8.515249887,29.91036192,1.997591531,1.443160241,2.704507501,1.154972289,0.895175358,32.90171039,6.901948007,6,406.9000851,361.1831899,9,7.108334796,5.36714583,162.8745959,0.4
7/8/2021,15.46445834,10.09090051,24.29674385,21.00566769,16.85460339,2.54042939,15.83258454,5.045939912,6.705262638,7.663632455,8.89961116,28.1013923,1.996252101,1.448700855,2.615369152,0.931508171,0.795671057,33.8144938,7.403596152,6.404083702,450,400,9,6.736067546,5.348547253,185.9458023,0.39
7/9/2021,12,8.40433143,23.95471553,19.13850168,15.480692,4.488122762,15.9144751,5.691848824,8,8.073098357,7.779187684,25.69910859,1.950079902,1.307980193,2.429178325,0.848458587,0.8005516,35.3031163,7.072932374,7,434.7099796,386.391897,8.094871357,6.909961154,5.206877729,120.4836701,0.52
7/10/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/11/2021,0,0,0,0,0,0,0,0,9,8,9,30,0.908449461,0.497349541,0.002636025,-0.002749756,0.017622798,0,0,0,0,0,7.5,6.966006837,5.505213252,1,#N/A
7/12/2021,9.172569335,8.452021442,15.76249886,16.13576319,14.23392889,2.966506488,12.38663277,4.275997854,7.435718849,7.137008474,8.263154811,29.41844184,1.879445612,1.590371212,2.501088223,1.474112885,0.794336027,22.75196829,4.177539718,4.177540012,349.723579,340.648479,8.432655579,6.921964719,5.104457566,174.1882441,0.3
7/13/2021,12.57678062,9.762223461,22.85205364,20.62533484,18.85150211,3.600564576,17.08832264,4.1510065,6.096434843,5.849723698,6.800043997,25.9821922,1.756131318,1.630931851,2.390777995,0.713675327,0.806885297,23.77644682,0,0,500,500,9,6.965669425,5.183622459,156.4538149,0.35
7/14/2021,14.35033127,10.14977838,24.0596584,20.73946566,15.73286196,3,16.20755666,3.524431971,6.723398632,6.980179331,7.54566702,25.13555539,1.557538493,1.689489959,2.395493306,0.729067656,0.848644539,24.96667697,0,0,454.5275868,477.2619741,9,7.030816382,5.17162063,120.9322867,0.4
7/15/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/16/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/17/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/18/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/19/2021,15,10,23,20,18,3,15,4,7,7,7,20,0.094403505,0.18907961,0.066116215,-0.002347397,0.03669644,25,0,0,400,450,9,4.219858637,6.192561976,1,#N/A
7/20/2021,11.54300175,6.930033275,23.14315508,18.52443061,17.10532577,3.986289011,16.8516364,6.696232801,10.59505643,8.345567276,9.307604647,21.31443316,1.398358949,1.590453064,2.137967305,0.883105748,0.652851617,25.60361338,0,0,400,450,7.613415056,7.112784091,6.458946293,67.76790146,0.38
7/21/2021,12.31662236,8.226004282,21.94852921,16.54413683,19.19249968,7.509598785,14.56176251,7.983439294,9.985985342,8.74443261,9.039107425,25.9748173,1.501134514,1.768657946,2.352642508,1.178361253,0.772783743,25.39723041,0,0,308.4795677,305.406747,7.5,6.129613195,5.581295844,60.20938554,#N/A
7/22/2021,14.96547067,9.528314491,23.58234596,22.40811111,20.64837867,4.842875677,17.40310508,6.868829248,13.59305728,9.635504277,10,30.63495961,1.504678272,1.744540904,2.39026743,0.898959107,0.818557258,25,0,0,226.1694352,153.428844,7.630725043,7.002495095,5.284328712,115.6672347,0.31
7/23/2021,10.82354429,7.006735464,23.12085515,19.42008598,24.71886436,9.350234964,17.73933989,6.01328506,13.36497907,9.650443016,9.3049072,28.86224007,1.538894646,1.786588028,2.237885275,0.782799452,0.772493594,25,0,0,337.2446574,324.4931693,7.56294265,7.034941203,5.134438187,106.0891625,0.31
7/24/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/25/2021,11,7,25,20,24,10,20,7,15,10,10,29,-0.113158449,0.245225774,0.003046446,0.591055128,0.094700108,25,0,0,350,350,7.5,6.93115399,5.054617417,1,#N/A
7/26/2021,11.66972197,7.054523524,22.07336246,18.77140868,15.09543101,3.287106689,14.7640832,3.494849406,12.0220149,9.508685366,9.632660693,31.91035859,1.387297672,1.463035555,2.321305238,0.753799738,0.72945869,28.6752126,0,0,347.6150106,347.6162579,7.684449047,7.02185157,5.02637887,67.95924182,0.31
7/27/2021,11.3117712,6.413853212,22.926512,18.9410183,20.76040525,4.801391502,15.87340075,4.812017129,12.12166352,10.23190183,9.865099282,28.30174783,1.528606358,1.74830827,2.241611353,0.818550375,0.794259864,30,0,0,396.4814959,396.4827291,7.717349977,6.991984468,5.098698511,112.605915,0.29
7/28/2021,12.81576538,8.588165141,23.26528787,19.96404645,22.26750898,6.96320727,14.91153391,5.653244636,14.01834765,9.769145901,12.3686552,27.10789344,1.475501591,1.487221984,2.329320001,0.818503121,0.845200009,36.81037567,0,0,362.0775622,361.0758,7.5,6.981416538,5.106268615,118.6150684,0.31
7/29/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/30/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
7/31/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/1/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/2/2021,14,9,25,22,22,6,15,5,10,10,13,28,0.402748375,0.520727118,0.003429087,-0.002196711,0.211966956,40,0,0,400,400,7.5,6.438002921,5.071600095,1,#N/A
8/3/2021,14.61528289,9.176515995,24.96171972,20.95601906,19.57043454,4.451670856,14.24897737,5.385007951,8.4322129,7.495688952,7.865365539,32.606559,1.3240553,1.335141579,2.488793887,0.920643617,0.84357604,26.12073344,1.720505902,2.15051221,337.2524687,342.6805557,7.937724797,6.891512551,5.144396871,104.3337857,0.3
8/4/2021,12.09964259,7.239414063,22.5336917,18.09529462,19.76007164,2.788261748,15.89185614,5.461635284,13.03317693,9.530759618,11.05011922,29.1082928,1.186778716,1.200490183,2.499958423,0.87051555,0.84596425,29.25095308,5.565892916,5.647153958,424.1623206,351.0469381,7.540169083,7.008639037,5.220992716,139.753379,0.33
8/5/2021,9.300223276,5.522142581,19.61101932,13.27101411,17.41981664,3.834872789,14.31385611,4.823350156,13.35795958,8.676283785,11.43435887,27.53069821,1.20244614,1.100575936,2.460510306,0.89144536,0.848737742,39.68790913,2.30269316,2.302912084,450,350,7.5,6.843988591,5.069806917,108.8140966,0.39
8/6/2021,8.686308915,4.169917163,19.28136397,12.98808577,15.0318605,2.706582507,12.52251736,4.404425237,12.39044407,9,11.03122914,26.74832104,1.329199427,1.201214755,2.10909378,0.803062854,0.836639657,29.30401718,0,0,425.8297385,350,7.5,7.047779101,5.15668218,71.41765617,0.39
8/7/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/8/2021,10,3,20,14,15,2,12,4,13,9,12,26,0.45124386,0.151791361,0.002839113,-0.002709634,0.006788825,25,0,0,350,350,7.5,6.863055168,4.833440928,1,#N/A
8/9/2021,10.7348895,4.029115683,21.23507612,16.24040829,14.88323145,2.403840029,12.95722249,2.965298521,11.38084209,9.177283413,9.8620843,26.05104527,1.320437043,1.429903008,1.968554105,0.921451652,0.805494401,25,4.470932049,3.726790467,350,350,7.137707722,6.843626938,4.934031224,86.32922992,0.41
8/10/2021,10.0740508,5,21.92599601,17.66853515,15.70652733,1.33241772,13.17534216,1.986857546,9.777528843,9.44325912,9.975774143,27.12974194,1.279972831,1.080379429,2.032632109,0.673616177,0.773783813,27.81483861,0.37600757,0.313398525,350,350,6,7.073794665,4.994558734,81.45225092,0.37
8/11/2021,9.23979384,4.899980789,21.39438434,16.29986794,17.48420357,3.149708064,15.69975749,4.13166815,10.57276963,13.36742737,12.33239639,27.61050364,1.234140781,1.019501918,1.991882379,0.62977202,0.77410215,28,0,0,441.1974448,395.6101887,6,7.078365945,4.989621525,101.5133677,0.4
8/12/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/13/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/14/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
8/15/2021,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,[-11101] All data events are filtered in summary calculation,1,#N/A
